"geneid","length"
"LRRC18",5113
"CARD10",9137
"LOC100507506",2496
"LOC101927314",6117
"NAV2-AS5",1719
"METRNL",1862
"LCE1E",3545
"PCGF5",1941
"BIN2",6157
"MIR4471",4416
"NMUR2",5460
"TGFBR3L",16474
"GPR68",5819
"GPRC5C",5106
"EPHB3",5045
"PPP1R3D",8075
"CLECL1",7430
"C16orf89",3592
"FYCO1",4627
"MIR1179",3383
"EEF1AKMT1",5718
"SNORA73B",6957
"LINC01704",9875
"DHX15",2040
"C9orf72",11239
"MIR3065",5332
"PIK3R4",4355
"CD81-AS1",2889
"SH3BP5L",9032
"LILRA2",1339
"FAM181A",2052
"TSG101",5355
"WBP2NL",1913
"MAPK13",7879
"MIR6718",6076
"MVD",2055
"RALA",3526
"STX17",4110
"BMP10",3952
"NDUFV1",2686
"ADGRE2",4413
"RTTN",3094
"MIR7158",1220
"CHIC2",819
"RBPJL",2440
"RNF4",9279
"TNFRSF4",4487
"SAA4",6103
"TCAP",1082
"LMBR1",6922
"COL4A6",4287
"GPN3",8681
"MIR633",8184
"C14orf178",1016
"LOC105371592",2346
"SMARCA5",2163
"RASGRP4",3442
"EOGT",2098
"SGMS2",9019
"SALL1",9019
"BIRC3",6057
"FBXO25",8067
"CYP2C9",2757
"MRPS18A",6150
"TMEM92",8657
"CLDN4",5714
"MUM1",1917
"LOC101059948",7862
"SPATA6L",1015
"MTMR11",2418
"MAGI2",2474
"RAPGEF2",2043
"FADS1",1569
"TNNT3",4067
"PRMT1",7569
"ZBTB42",1766
"BAALC-AS1",940
"GPR75",3475
"SLC30A2",2644
"TCEAL1",9124
"GARS",3759
"GMEB2",2434
"TSPAN11",2854
"BAMBI",9480
"SCGN",9953
"CHD8",18366
"LAT",995
"LOC101927809",5772
"LOC729218",3972
"PPP1R8",2794
"CNOT6L",5818
"TRMT10C",1477
"CDH20",12775
"STARD3NL",3620
"PSMD8",3620
"OR51M1",5808
"OR8G2P",5434
"ELP6",3506
"TEKT3",3506
"SPACA5",2164
"CCDC197",2164
"HERC2P9",3574
"MIR3682",5034
"MIR548O2",9712
"IMPA1",4943
"SCAMP1-AS1",4773
"OIP5",5789
"CCDC63",2947
"MIR3609",2954
"BAHCC1",6606
"CES5A",1589
"SEC1P",7052
"TMEM248",293
"CLBA1",5864
"SNORA53",4981
"MIR6770-2",7065
"MIR3975",5213
"TYMP",7693
"LOC100996251",3245
"IQCJ",3770
"SSX3",3550
"HLA-DPB2",2887
"MIR602",4331
"ZNF592",942
"BOD1L1",12844
"PEX5",927
"FBXL7",3773
"LINC00222",3089
"AKR1C1",3797
"KIF3B",6699
"DCTPP1",2357
"CHPF2",4680
"DHRS4-AS1",2065
"ZNF251",1875
"PAAF1",4623
"NRIP1",8520
"LOC102724084",2340
"LINC00607",2539
"GOLGA6D",1176
"SLC45A3",4717
"IGSF6",15047
"GREM1",1908
"MIR548AW",2077
"FAM185A",4869
"UNC119",3443
"ADGRG1",318
"BLK",4183
"LINC00504",4211
"LINC00680",784
"MIR3148",6852
"C5AR1",1943
"ZNF605",8441
"ARAP3",2203
"CDC42EP3",3704
"PA2G4",7776
"RAG1",3668
"LINC00974",1859
"MIR338",2086
"MIR4324",720
"RGL3",1199
"ANKRD31",6800
"TRANK1",2276
"OR52W1",3409
"CCDC81",4048
"IL6ST",9627
"OR2Y1",3516
"TSPYL1",4276
"FUT4",12453
"KCNH8",4154
"DISP2",755
"PCNX1",1124
"C19orf33",720
"TNFAIP3",13742
"SNORD116-26",4992
"DUSP2",4706
"LINC01766",8632
"FAM180B",1061
"PTGER1",5003
"LOC101928924",4449
"RBM44",2274
"STK25",10364
"MIR3692",6632
"FOXP1",7830
"ACBD4",4536
"MIR6874",935
"LY6G5C",3738
"BSPRY",620
"MIR3197",270
"WASHC1",934
"KCND3",1216
"DPH5",4459
"CATIP",2095
"OR5A2",6325
"MYO7B",4495
"PYGO1",5552
"RAB10",1700
"SOX1-OT",700
"DLGAP1",3213
"HDX",7778
"LINC00654",2148
"MIR499B",3356
"SUPV3L1",1732
"NUCB1-AS1",23707
"SMIM2-AS1",2235
"GSTK1",1750
"GJA4",1936
"IQCN",4617
"ZNF74",755
"SYDE1",1177
"LINC02611",6076
"ARMC6",4795
"CDK1",3870
"HIST2H2AB",2197
"CTAG2",8185
"MAPK7",1149
"HEXB",5219
"G3BP1",13893
"C3orf18",1568
"OR6Y1",4273
"TINAGL1",7135
"FKBP8",1365
"KRTAP12-4",6886
"SYN3",7219
"SMPX",9658
"CLRN2",4153
"CCDC65",632
"CISH",5447
"LOC285766",2330
"MIR4659B",6032
"ACBD3",3792
"SFXN1",3606
"MIR3670-3",3623
"CCDC144NL",380
"SCUBE2",1531
"CTAGE1",1798
"LOC101929698",12097
"CH17-340M24.3",889
"MRPL36",9364
"F11R",1927
"SNORD66",1052
"GAGE12D",1421
"LINC02495",5999
"IL27RA",6155
"CLCN2",3865
"MPV17L2",1902
"LOC101929657",1436
"SMDT1",5586
"ATXN7L1",1527
"HTRA1",5031
"PHKG2",7771
"PSD4",5265
"ABCA2",10148
"KANSL1-AS1",7828
"LOC100506098",1063
"WDR17",6495
"MIR1302-3",1727
"KTN1",4902
"PLCXD2",1353
"SH2D1A",1921
"SLIT3",1353
"SNORA20",1389
"TTC34",3253
"CHMP1B",3704
"CLEC14A",3730
"LINC01205",5190
"KANK3",1663
"MIR5002",915
"CSTB",12249
"SNX9",10875
"CIB4",3850
"DAP",1808
"EPB41",6747
"GTSE1-DT",6863
"MIR4437",11173
"C11orf88",14579
"PHOX2B",562
"LNCOC1",2629
"ZCCHC17",2321
"C19orf70",11311
"KIR2DS4",11374
"TCERG1L",6418
"SNHG12",5665
"C1orf159",861
"ELL2",2871
"DPP10-AS3",2140
"MEX3B",18876
"CARS2",455
"KSR2",3668
"LINC00327",6767
"LOC102467226",14331
"PPP3R1",3992
"KRBOX1-AS1",6876
"MIR133B",9409
"AZGP1P1",8478
"MCM3AP-AS1",7775
"C5orf64",3113
"MIR6772",4137
"ZNF135",3936
"LOC100240735",2395
"GCC2",3433
"MIR4705",3106
"SLC7A14",11508
"XYLT2",2489
"PTH1R",693
"SNORD114-5",2663
"MIR4277",2472
"SMAD6",6188
"MPZ",5550
"C17orf107",8800
"POLR3K",9758
"ZNF142",11587
"RB1",5872
"SNORD126",7179
"LOC105373764",3750
"LOC102724604",2973
"CX3CR1",6234
"TFCP2L1",1171
"MARK2",5130
"LINC00343",4580
"CXCR3",2561
"ADCY7",8528
"FBXW5",6588
"CALCR",5536
"LOC100129175",10241
"SLC16A13",3852
"C20orf197",3946
"FGG",3325
"CCDC32",1852
"TRIML2",11273
"NT5DC2",8700
"SNF8",1974
"DUSP22",1224
"CDC23",3074
"ACP1",6033
"AFG1L",9796
"SLITRK1",200
"LRSAM1",11007
"DIAPH2",15568
"CASP1",2541
"CSNK2A2",2231
"MIR4520-2",1699
"PITX1",1464
"OR5W2",4329
"PNMA8A",1346
"ARHGAP22",3512
"C13orf42",7787
"MTF2",3089
"REG3G",3964
"PRAMEF19",2598
"PAWR",1738
"NAP1L5",1620
"NDUFA2",1164
"SPEF1",6510
"CTD-2270F17.1",1907
"HIST1H2BE",11158
"BTBD10",9038
"LINC01842",1418
"FGF4",3182
"FTO",1346
"LOC101927322",5252
"AMPH",3832
"TMC4",4364
"PXT1",1154
"RPL19",7222
"PRRG3",6695
"FYB1",1335
"LRTOMT",1354
"NUDT12",5025
"OR2T5",906
"TPX2",2768
"BMPR1B",1174
"PCYOX1L",2266
"PARL",2670
"SEPT11",3779
"GIGYF1",3931
"CNTF",1621
"LINC00563",6335
"H2AFB2",1396
"MIR4282",8791
"TGFBR2",6626
"TBC1D3P1-DHX40P1",2861
"PQLC2L",3238
"MCHR1",4974
"SHISA6",2913
"TMEM56",3567
"CEP41",6058
"TYRP1",756
"MIR3664",748
"IPO5",3262
"PRAMEF12",872
"NLRP6",3414
"ZNF622",6466
"DDX51",6748
"FYN",5681
"GRIK3",5474
"LACTB2",4606
"MIR7150",4694
"LOC101929099",331
"CREB3L2",8005
"ROBO1",4879
"NUP210P1",5967
"MIR148B",6881
"LOC646730",3260
"BRPF1",2551
"LMNB1",1765
"MIR526A1",3557
"NPSR1-AS1",1506
"MIR4530",2394
"OR1J2",8436
"TMEM150A",4484
"IFNA2",2324
"MIR504",11310
"LTBP2",1886
"OR5L1",6499
"CYP7A1",2896
"EVX1-AS",2429
"LINC02375",1204
"LINC00644",12633
"MKRN2",2425
"ADAM23",2273
"IL12RB1",3312
"HIST1H2BL",3203
"IGFBP7-AS1",2988
"LINC00665",12491
"PPIAL4C",2154
"STIM1",709
"ALB",13933
"FAM111A",3184
"MTHFSD",2397
"PTK6",3795
"KCNB2",807
"RAB35",7297
"LOC100652758",1875
"MIR28",5481
"SFXN4",5638
"SULT4A1",3666
"MIR874",4118
"MYEOV",3558
"MAGEE2",1858
"CER1",4950
"WRAP73",3384
"COL21A1",5257
"NAT1",2205
"LINC02352",12103
"METTL6",6109
"ATP11A",8847
"SCAF1",727
"ABHD12B",2564
"SAMSN1-AS1",1122
"DNAJC4",5156
"MPHOSPH10",2192
"KLHL33",2515
"LINC01299",3377
"ZNF594",2917
"EPM2AIP1",10584
"STAT4",2524
"MIR767",5580
"MIR5190",5237
"PRCP",4580
"RPS6KA6",4719
"DAPK2",4964
"MIR3146",3153
"CAPN5",1953
"ENO1",7980
"DIPK1B",4840
"RBP3",5984
"STK4-AS1",2615
"OR1I1",1061
"DPYSL2",1744
"TBC1D22A-AS1",927
"JOSD2",2581
"POTEJ",5097
"DCUN1D3",3540
"DDX11L9",4727
"CARD9",3131
"PTH2",1874
"CHD5",5877
"MYH1",3021
"EDN3",20280
"ATP6V0B",3465
"C10orf62",2513
"SF3B4",995
"DEFA8P",3279
"BHLHE22",1237
"DIO1",1053
"ZC3H10",5866
"MT1L",3321
"LOXL1",5481
"HNRNPA1P33",2731
"TMEM207",2070
"MIR6857",3170
"ZNF641",3593
"UBXN7",7755
"MIR520G",2681
"GPX7",5044
"HECW2-AS1",2447
"TERB1",2597
"MRGPRG-AS1",5140
"FAM83H",4987
"SNORD114-10",6880
"IL21R-AS1",1442
"LINC02032",2127
"MAP4K3-DT",3815
"HSF2BP",8499
"SOCS2",7727
"PRR5",3572
"HRCT1",2700
"ST8SIA4",4371
"THBS3",638
"SPRY4-AS1",1003
"CA8",3542
"XIAP",1978
"GACAT1",2175
"SNX17",5105
"PDCD4",2475
"LOC649133",2084
"SMCR5",5057
"CHAF1B",6591
"CPSF6",10402
"TPD52",939
"RAB23",22866
"RNF39",1038
"FCMR",1248
"TIE1",17454
"AMBRA1",1035
"GNA14-AS1",660
"CROCC",7592
"HRAS",958
"AQP7",8511
"INHBE",1657
"MIR641",998
"HNRNPUL2-BSCL2",3780
"LOC101928336",1672
"AP4B1",3080
"PALB2",13160
"SNORA36B",4190
"COCH",4266
"TMPO-AS1",1916
"LINC00452",2609
"KIFAP3",2150
"CNIH4",3071
"VIM-AS1",4948
"HLA-DQB1",1095
"EMC3",8594
"MOB1A",4329
"SNORD10",4216
"KRT6B",5209
"XYLT1",4070
"TARS2",3700
"SNORD115-40",2594
"ERCC2",2348
"SPOP",927
"TNMD",8938
"CCDC144A",3216
"ZNF878",5346
"SKA3",3406
"SEMA4B",2519
"KRTAP9-6",6932
"CRCT1",3624
"EIF4A3",4016
"ZNF90",2280
"SNORD93",1135
"CPNE1",2056
"LINC01486",10451
"PPP1R36",5957
"ZC3H12C",4184
"PLEKHA1",1963
"RIMS2",1109
"C2orf70",8979
"EPN1",3109
"C2orf76",3824
"MRPL42",3335
"LINC01581",9908
"VASH2",1038
"TTC5",1799
"CCND3",692
"DEFB125",4234
"TLR4",5034
"MIR3185",1785
"COMMD10",1662
"MIR4681",2512
"RRP7A",3741
"VCP",3929
"CEP85",3621
"MTHFD2L",3625
"MIR5680",936
"ADH1C",4242
"PVR",2798
"PSG7",1096
"NAALADL1",1436
"LINC02059",971
"MIR6769B",2416
"MIR6071",2916
"ZNF212",7481
"SEPT7-AS1",836
"ADCYAP1R1",1209
"P2RX1",6112
"DCAF4",1996
"GATA6",1820
"ELOA3",1349
"LOC105372273",2292
"S100A9",2259
"NXF3",3133
"FUT5",4459
"CMTM1",2473
"PCMTD1",6703
"CACNA2D3-AS1",6851
"FNBP1L",5207
"WDR24",6427
"ZNF814",5156
"ABCC6P2",4421
"MED14",6223
"BEX2",3078
"SURF2",6492
"C16orf45",3345
"BGN",2568
"ANK2",16982
"TXNDC8",7973
"ASTL",2336
"TLE3",7121
"LOC100287042",1854
"MIR6786",2337
"TMEM52",10619
"PRAMEF13",6022
"TNFRSF12A",7863
"TPRG1",3205
"LOC101928985",1081
"TUBGCP4",2913
"PMAIP1",552
"SNAPC1",2290
"BORCS7",1115
"USP10",5946
"ZNF688",1394
"MRPL35",1736
"SLC30A6",3168
"FLJ38576",1846
"ATN1",1061
"ACSBG2",18294
"LINC01564",1360
"USP8",10746
"MIR1468",1783
"LINC00663",4645
"MPC2",2508
"KATNAL1",9531
"PSG2",2867
"VTRNA1-2",9454
"KANK1",1044
"HIST1H2BJ",2236
"TUFT1",13007
"MIR4798",9559
"PON2",6467
"MIR3131",8123
"TTTY23",7753
"C12orf40",595
"MRPS21",975
"GPSM3",1869
"COL18A1",4080
"AURKA",11724
"KRTAP10-8",732
"PTGES3L-AARSD1",6167
"CNKSR1",4852
"VSIG2",6085
"ZNF621",930
"TRIM6",2509
"SNX24",1115
"KIFC3",9568
"FAM98A",4493
"RAB6C-AS1",939
"HADH",5684
"TMED4",3543
"SLC52A3",3961
"LOC150776",3058
"MREG",6242
"IGF2-AS",6433
"BCO2",4451
"GOLGA1",2972
"TMEM200B",3314
"SIRPG-AS1",3600
"FRRS1L",3956
"VPS53",1042
"LOC105369443",2708
"CLDN15",5049
"GRIA1",2589
"SLC16A1-AS1",3696
"RGS19",8577
"ELMOD3",2851
"TRPV2",3298
"ICA1",5559
"MIR4466",3852
"FOXK1",8333
"CHST1",6332
"IL21",1168
"DPRXP4",3854
"OOSP1",5858
"NEO1",3403
"DYSF",3976
"PRR25",15098
"CPE",1954
"GRHL3",5257
"CFC1B",3349
"UBE2D1",2628
"MIR506",1928
"IWS1",1683
"EMILIN2",6920
"SYN1",13189
"PELP1",868
"DCANP1",2028
"SMC2",4802
"TTC8",380
"LOC101927040",6900
"TDRD7",4631
"MRAS",1864
"PAX3",6007
"MIR3126",4137
"ANKRD30B",2240
"RSBN1",10033
"MICB",2645
"NR2F1-AS1",4851
"VLDLR-AS1",7731
"OBSL1",3406
"MIR744",6644
"CPSF7",4070
"LINC00424",946
"PHLDA1",4183
"SLC16A5",2563
"MDH1",4310
"DENR",11765
"PCDHB14",2643
"SAR1B",5462
"OR5AK2",1157
"PPIL4",7985
"CTDP1",9199
"MIR5692B",1578
"PCID2",10561
"TPST2",4670
"MIR323B",2651
"HSPB9",8210
"KIAA0100",4304
"ZNF429",2238
"TSPY10",2287
"ZFP3",6003
"NEXMIF",6246
"EBP",2048
"JAZF1-AS1",8129
"WDR82",2538
"OXER1",4955
"USP20",9193
"ERMARD",859
"PLOD3",1023
"SLC36A2",2145
"PMEL",2065
"ZNF655",11662
"NDUFA7",5583
"MYF6",3980
"MBIP",2865
"AP3B2",2851
"CASC15",3131
"SGTB",2790
"MIR4783",6673
"LINC02056",5995
"MIR6739",745
"PRR12",4027
"MIR450A2",16215
"PDGFRB",4754
"CLIC2",5862
"MIR3685",4390
"POMT2",951
"GATD3A",6181
"LYG1",1041
"PAQR6",7311
"CYLC1",951
"LOC101928865",2719
"SF3B1",5564
"CLN6",2644
"CXCR6",3615
"ARRDC4",1444
"MROH2B",7332
"P2RY1",2327
"LOC101928058",1702
"TMEM167A",654
"DCTN1-AS1",11059
"LINC00528",1693
"STAG2",10258
"SLC35G2",955
"FAM83C-AS1",6574
"TMA16",1457
"MOK",4685
"SLITRK3",5028
"GABBR1",7464
"ASPSCR1",4510
"LOC392232",1583
"REEP5",2087
"CMTM2",2384
"HSD11B1",2251
"LIPA",6865
"ZP3",5731
"ASB16",4708
"HECTD3",3752
"CAVIN1",3285
"RPL21P28",4589
"AGT",5940
"DLG1-AS1",3097
"RFTN1",5434
"MIR1244-4",795
"GALNT13",4149
"HMG20B",1753
"ARHGAP15",4716
"TMEFF2",4457
"ZNF608",1864
"GIMAP2",3560
"TAS2R42",1703
"OPN3",4250
"C17orf112",930
"CCSAP",930
"ZNF213",930
"DGKI",933
"LGI2",430
"LOC392196",1079
"MRPS31",6486
"CLDN14",6747
"LOC100133920",8326
"LINC02133",3224
"AKR1B10",4209
"PHF20L1",10850
"STEAP4",1364
"MIR4435-2HG",7363
"TMEM132D",594
"SEL1L3",1045
"MAP7D1",1794
"SNORD116-15",930
"CNDP2",2344
"MIR3144",1025
"LINC00993",3683
"IRX5",3769
"CACNA1C-AS2",1956
"LMAN1",1783
"SRRM4",1512
"SHANK3",2212
"PTPN5",3391
"SYT12",4190
"MIR627",3011
"MIR656",1664
"WWP2",1742
"EDEM2",13406
"LINC01128",8516
"RBSN",11344
"AUP1",5280
"EPHA2",3830
"SLC29A1",9836
"NME6",444
"GCLC",2625
"SCN4B",1042
"SLCO4A1-AS1",7241
"AIF1L",3724
"OR4S1",8520
"RNASEH2B-AS1",1653
"TRIM53AP",1432
"CLASP1",3520
"UTP15",5094
"POU5F1",1051
"ITGAL",3250
"MIR509-2",1034
"C4orf48",2539
"PHACTR2",988
"DPPA3",9633
"SLC20A1",3090
"C1RL",3724
"PCDHGB4",6339
"TMEM119",3250
"IDE",3712
"HOXB3",12094
"NTN3",6271
"RASL11A",2675
"GRAMD1B",2857
"MIR4685",1851
"MIR6863",1054
"GPX6",1049
"STX7",5034
"MIPEP",3827
"ZSWIM9",9216
"C12orf10",945
"MFGE8",7877
"WDR18",4724
"ADPRHL2",5921
"PRAMEF18",2597
"KRTAP5-7",14034
"LY75-CD302",2578
"PFKFB4",2793
"HS3ST3A1",715
"LINC00904",3080
"PYCR2",1009
"RPL15",2631
"PCAT4",2039
"KCNQ5-AS1",4624
"ERI3",12174
"MKKS",985
"ACRV1",3327
"MIR4509-3",1026
"ZNF337",2961
"LAD1",13719
"PAFAH1B1",1006
"FDXACB1",1602
"SRF",8257
"PTPN2",2906
"HSDL2",5187
"OR4K5",4018
"PLGLB2",2772
"MIR3120",4459
"MANBA",1074
"RPS6KA4",1023
"GIMAP6",10733
"SEH1L",2444
"CNFN",3353
"TCAF1",5670
"OR2M7",1132
"HPYR1",8154
"MRTFA",2711
"ANKUB1",9004
"MIR4716",1401
"C12orf57",1719
"FCHSD2",4208
"IDH1",1250
"ATG16L1",4469
"RNF167",2285
"ZNF625-ZNF20",8398
"HELT",6097
"NAGS",10546
"EARS2",1483
"CERNA1",3213
"PPP2R5D",2349
"LIM2",3099
"CDC37",4169
"ANKRD34A",5397
"C1orf122",1305
"GMDS",3115
"GLIS2",5702
"PTPRO",5892
"PEX2",9646
"VPS54",6232
"TMEM45A",4309
"DKFZP434K028",1041
"GPR137C",3905
"TLN2",2296
"MT1A",5982
"SECISBP2L",4399
"IFRD1",777
"EBF4",5327
"LLPH",5606
"TFB1M",3625
"PTGR1",5476
"APOC4",3771
"KAZALD1",2737
"HPS6",945
"FAM118B",497
"HABP4",5385
"LINC00687",9586
"BLOC1S5-TXNDC5",5863
"USP44",7819
"NCAPH2",5867
"RGS8",946
"SYN2",7789
"PLEKHN1",1469
"CAPS",4347
"LINC02138",4991
"GALK1",2861
"RNF225",14170
"RFX6",1805
"ZNF540",5074
"TEX11",9951
"TRIM24",504
"MCIDAS",3966
"C2orf15",3829
"LLGL1",2282
"LOC101928617",3849
"PCDHA13",5127
"TMEM54",4340
"HIST1H2AH",4935
"GRM7-AS1",3641
"RAP2C-AS1",5343
"QTRT1",8364
"INSRR",10704
"PLA2G12B",2522
"HS6ST2-AS1",13680
"COQ6",4850
"CSAG4",8354
"SAA1",2553
"IL2RG",16263
"ZNF701",4160
"MNX1-AS1",3496
"LIPM",6636
"FTCD",260
"PCDHGA4",11949
"HIPK4",3697
"TRIM61",3760
"MIR3619",6643
"ZNF208",2746
"OPTC",3989
"RNFT2",966
"TIMM22",6075
"MRPL40",2555
"YWHAH",9015
"PDLIM3",7517
"LRRC39",4401
"LOC101927513",8500
"SNORD113-2",1690
"MIR411",2078
"SYCP2L",687
"LCN12",881
"TBC1D8-AS1",3732
"ACPP",5803
"TATDN1",3667
"LINC00276",4421
"ACSS2",2834
"ARRDC1-AS1",10092
"DLX6-AS1",5776
"SSBP4",2091
"VPS18",6665
"VPS35L",5464
"SLC7A8",5509
"FAM27E3",5586
"LOC105375972",21629
"PGR",5514
"C16orf91",15323
"EME2",4707
"LINC01554",1240
"RING1",4721
"KBTBD13",2774
"ST7-AS2",2184
"OR2G3",2371
"LOC105372833",1625
"LOC101927950",3875
"ROMO1",10380
"RAB11B-AS1",2807
"LINC01264",2742
"MMP3",2246
"SP140",4464
"TBK1",3030
"NMNAT1",1265
"LINC02123",7242
"ARL6IP4",2392
"SAA2-SAA4",11697
"LDHC",3278
"RNF148",8873
"GRIN3B",10495
"MIR4694",5571
"LOC101929106",5507
"SPHKAP",2338
"KRT37",6238
"MIR1197",8382
"ZMYM5",7225
"SNORD116-5",3256
"SELENBP1",1633
"CWF19L1",5958
"LINC01679",9062
"SKIDA1",6508
"C5orf63",3049
"MIR210HG",10830
"TRIM17",11865
"WAC",1181
"CISD2",1187
"FAM66B",1511
"FAM169B",3088
"MIR1293",3560
"LINC02182",5738
"DICER1-AS1",656
"SMG1P7",5575
"LOC100287896",4031
"YPEL4",1247
"AGAP9",5334
"DIS3L",4093
"PHACTR4",14186
"ZSCAN25",5330
"PRX",8062
"ACTC1",5776
"FAM9C",942
"IGSF5",4870
"NTN1",1267
"CYLD",10986
"CCDC74A",10564
"RBMY2FP",4138
"USP48",1592
"PPP2R5E",1563
"CDH23-AS1",3735
"NRADDP",1159
"LINC02015",3804
"NDE1",1601
"NUP160",1272
"MIR8089",3556
"TBC1D30",745
"LINC01771",3057
"RASSF8-AS1",1384
"AMZ1",6923
"SEMA3B-AS1",2829
"PLA2G4F",7548
"OGFRL1",1987
"MGP",2376
"SPATA17-AS1",4330
"FAM87B",634
"ENY2",765
"DPP6",5227
"RGS13",6741
"EDNRA",6527
"NOA1",4087
"MIR4728",2787
"ADAMTSL4-AS1",1655
"NXPE4",1851
"CMTM6",2008
"BBS7",1160
"OPRD1",7645
"CLK1",4204
"CRYGA",9900
"ZNF672",1608
"SINHCAF",1545
"KRT33A",24184
"MEDAG",3538
"UQCC1",5084
"MIR3678",2625
"ANK3",6742
"MPP5",8801
"ASPN",1699
"SNAP25-AS1",8290
"SPDL1",8008
"SDHB",2507
"VCPKMT",13806
"TAF1C",5761
"PHF24",3580
"MTG1",17034
"RND3",5403
"SIRT6",2709
"CAMK2N2",2809
"SDHAF1",6925
"MDP1",7356
"GS1-24F4.2",10078
"RARB",5927
"FAM208B",3919
"MIR8080",13014
"ZFYVE28",2862
"UPK3BL1",4610
"GPS2",2828
"KRTAP22-1",2757
"LOC102724020",2653
"LPP-AS2",9998
"DGKB",3910
"CCDC183-AS1",2995
"DMPK",1408
"MIR339",2892
"PACRG-AS3",697
"TYMS",4427
"IFNA17",2072
"HYI",1083
"LOC101928823",8630
"LGR6",5187
"GNRH2",10155
"POLR3C",2066
"CTD-2201I18.1",3499
"RBPJ",5008
"PSMG1",9925
"EXOSC7",3971
"LINC02585",3765
"LINC01983",3542
"EFTUD2",1772
"ATF3",1151
"ASTN2",9321
"DEUP1",6447
"NKX2-4",2735
"JAG1",5334
"NMD3",7426
"MROH7",4942
"PDCD10",6223
"TRHDE-AS1",7011
"PABPC5-AS1",489
"PHKA1-AS1",2164
"GDF2",3623
"GPATCH11",7253
"MIR647",28570
"C11orf44",2012
"ULK4P1",4211
"SPRR2G",4920
"ZBTB7B",3479
"ARPP19",4175
"SNORA5C",6278
"MT1HL1",1058
"NKRF",598
"PLSCR5",2375
"GABRR3",6642
"TARM1",16919
"NACA",4458
"SCFD1",5687
"RBM14-RBM4",9137
"SLFN5",4647
"OR52L1",1685
"HEPHL1",4325
"MTX3",905
"LOC105377924",2336
"RMDN2-AS1",4854
"GAS7",5179
"ETFDH",1684
"LINC00850",5334
"SCARNA15",4897
"HSH2D",4261
"LOC100132686",5409
"CCDC169",343
"MIR125B1",6884
"CA13",675
"DRD2",2414
"GUSBP1",2677
"LTK",2123
"ZNF385A",2474
"MIR552",2910
"MTHFD2P1",2201
"MSL3P1",6272
"GOT1L1",5976
"ULBP2",2125
"GPAT4",3204
"KLC1",1112
"PCDHGA3",681
"WFDC12",6794
"POLR2J",3835
"ACMSD",9219
"MIR4311",2896
"CDH12",5791
"IFNA14",5562
"ENG",1057
"ELDR",4217
"CA7",4535
"FAAP24",6035
"EFCAB13",1416
"LINC01243",6671
"DIRAS3",4239
"SEMA6A",8325
"PPP2CB",5690
"MRC1",902
"A2ML1",6266
"MXD4",3653
"LINC02426",1888
"LINC02583",3490
"ATG2B",3532
"LINC00637",17651
"CA5B",5999
"LOC105377716",1535
"PROK1",3149
"P2RX5",10895
"PIK3CA",11355
"GTSCR1",8410
"ZNF280D",1078
"SMCR2",4784
"MADD",5419
"ADAMTS14",2948
"LINC01686",1306
"LINC00383",4203
"ARHGAP44",6126
"HNRNPUL1",3860
"LINC00523",11621
"DTYMK",3138
"SCARF2",1037
"ZBED1",2041
"DBF4",2087
"FOLR1",3113
"SIRPG",1058
"CMPK2",3168
"FAM227A",4900
"HILPDA",3644
"RRNAD1",5276
"TTC30B",2813
"HOXD1",3750
"MUCL3",4140
"PPP3R2",14258
"CNTRL",710
"PNPLA2",3397
"UGT2A3",4387
"HOOK1",1297
"BRIP1",471
"MCM3",1678
"OR6W1P",350
"ENTPD1-AS1",5672
"URB2",2755
"SYNE1-AS1",13745
"CCR7",4849
"LOC730338",5637
"LINC01310",2509
"CLP1",1862
"ZNF226",3030
"CLRN1-AS1",5230
"EFCAB9",7052
"NELL1",2231
"MIR4704",16666
"SNW1",9242
"MMS19",3480
"NHLRC2",6145
"SRRD",10623
"DNAJC25",490
"CCDC140",5552
"KPNA5",3783
"CCDC125",8574
"ZNF420",5628
"CASK",5790
"PCDHA8",3926
"AHCTF1P1",2342
"SPAG16",4792
"DAZAP1",1332
"RIPOR3",2539
"CLDN5",2289
"TMCO6",2473
"SARS2",1136
"LRP2BP",670
"MTUS1",2741
"FIGLA",3424
"HACD2",5095
"ITCH",3897
"TAOK1",2023
"UBQLN2",5690
"MIR6130",7276
"LSM14A",4699
"FAM230H",5786
"LINC02603",4993
"ADAM15",5283
"C15orf38-AP3S2",5267
"LOC283194",1022
"RARS",2720
"MYEF2",6903
"LINC02294",907
"PATE1",3290
"KDELC1",1330
"TRIM49D2",2072
"MIR4470",4908
"TDRD6",3420
"TRIM16",8242
"LOC105373878",504
"INAFM1",6646
"ZNF319",4083
"NPHS2",2545
"PRSS21",5820
"LOC494127",3450
"OR2G6",2514
"LGALSL",6528
"C22orf23",8901
"GRM5",1854
"PIH1D3",3891
"PIGL",4697
"SOX7",799
"MIR548BA",5469
"RNF11",2054
"MTMR4",7127
"BRCA2",8640
"PPWD1",7383
"IDI2",2558
"MIR515-2",2816
"FAM229A",2480
"PRRC2A",3707
"LOC101927751",5124
"APAF1",8947
"DSPP",2910
"HTN1",13275
"PP12613",2375
"STAU2-AS1",2069
"CYP3A7-CYP3A51P",2334
"MIR4768",3207
"LOC101927539",4839
"SIRT5",5117
"RNF14",2741
"GTPBP8",3180
"PLXNA4",2007
"SH2D3C",1045
"GBP6",918
"GPT2",6113
"THEG5",1854
"INMT",2134
"RUVBL1",1743
